name,datetime,order_type,volume,min_price,max_price,range,median,avg_price,mod_rank,item_id
boltor_prime_receiver,2023-07-21T00:00:00.000+00:00,sell,178,7.0,15.0,8.0,10.0,11.0,,54a73e65e779893a797fff30
boltor_prime_receiver,2023-07-19T00:00:00.000+00:00,sell,166,7.0,15.0,8.0,10.0,11.0,,54a73e65e779893a797fff30
boltor_prime_receiver,2023-07-19T00:00:00.000+00:00,closed,13,6.0,10.0,4.0,8.0,8.0,,54a73e65e779893a797fff30
boltor_prime_receiver,2023-07-21T00:00:00.000+00:00,buy,11,3.0,7.0,4.0,5.0,5.0,,54a73e65e779893a797fff30
boltor_prime_set,2023-07-16T00:00:00.000+00:00,sell,627,60.0,100.0,40.0,80.0,80.0,,56783f24cbfa8f0432dd8992
boltor_prime_set,2023-07-16T00:00:00.000+00:00,buy,171,20.0,60.0,40.0,43.5,40.0,,56783f24cbfa8f0432dd8992
boltor_prime_set,2023-07-18T00:00:00.000+00:00,buy,169,20.0,60.0,40.0,45.0,40.0,,56783f24cbfa8f0432dd8992
boltor_prime_set,2023-07-15T00:00:00.000+00:00,buy,41,31.0,55.0,24.0,45.0,43.0,,56783f24cbfa8f0432dd8992
boltor_prime_set,2023-07-21T00:00:00.000+00:00,sell,553,60.0,104.0,44.0,77.0,82.0,,56783f24cbfa8f0432dd8992
boltor_prime_set,2023-07-21T00:00:00.000+00:00,buy,164,20.0,60.0,40.0,42.0,40.0,,56783f24cbfa8f0432dd8992
boltor_prime_set,2023-07-20T00:00:00.000+00:00,closed,5,65.0,70.0,5.0,69.0,67.5,,56783f24cbfa8f0432dd8992
boltor_prime_set,2023-07-20T00:00:00.000+00:00,buy,157,20.0,60.0,40.0,45.0,40.0,,56783f24cbfa8f0432dd8992
boltor_prime_set,2023-07-20T00:00:00.000+00:00,sell,597,60.0,104.0,44.0,80.0,82.0,,56783f24cbfa8f0432dd8992
boltor_prime_set,2023-07-18T00:00:00.000+00:00,closed,10,65.0,73.0,8.0,69.5,69.0,,56783f24cbfa8f0432dd8992
boltor_prime_set,2023-07-18T00:00:00.000+00:00,sell,581,60.0,100.0,40.0,80.0,80.0,,56783f24cbfa8f0432dd8992
boltor_prime_set,2023-07-15T00:00:00.000+00:00,sell,608,60.0,100.0,40.0,80.0,80.0,,56783f24cbfa8f0432dd8992
boltor_prime_set,2023-07-19T00:00:00.000+00:00,sell,613,60.0,104.0,44.0,80.0,82.0,,56783f24cbfa8f0432dd8992
boltor_prime_set,2023-07-17T00:00:00.000+00:00,buy,35,31.0,55.0,24.0,45.0,43.0,,56783f24cbfa8f0432dd8992
boltor_prime_set,2023-07-17T00:00:00.000+00:00,sell,577,60.0,100.0,40.0,80.0,80.0,,56783f24cbfa8f0432dd8992
boltor_prime_set,2023-07-19T00:00:00.000+00:00,buy,31,31.0,55.0,24.0,45.0,43.0,,56783f24cbfa8f0432dd8992
boltor_prime_set,2023-07-16T00:00:00.000+00:00,closed,10,65.0,75.0,10.0,67.0,70.0,,56783f24cbfa8f0432dd8992
boltor_prime_set,2023-07-19T00:00:00.000+00:00,closed,8,60.0,74.0,14.0,67.0,67.0,,56783f24cbfa8f0432dd8992
boltor_prime_set,2023-07-15T00:00:00.000+00:00,closed,9,68.0,75.0,7.0,73.0,71.5,,56783f24cbfa8f0432dd8992
boltor_prime_set,2023-07-17T00:00:00.000+00:00,closed,9,60.0,75.0,15.0,69.0,67.5,,56783f24cbfa8f0432dd8992
boltor_prime_set,2023-07-21T00:00:00.000+00:00,closed,7,60.0,70.0,10.0,69.0,65.0,,56783f24cbfa8f0432dd8992
boltor_prime_stock,2023-07-15T00:00:00.000+00:00,sell,170,7.0,15.0,8.0,10.0,11.0,,54a73e65e779893a797fff31
boltor_prime_stock,2023-07-21T00:00:00.000+00:00,buy,8,3.0,6.0,3.0,4.5,4.5,,54a73e65e779893a797fff31
boltor_prime_stock,2023-07-21T00:00:00.000+00:00,sell,186,5.0,15.0,10.0,10.0,10.0,,54a73e65e779893a797fff31
boltor_prime_stock,2023-07-21T00:00:00.000+00:00,closed,5,8.0,10.0,2.0,10.0,9.0,,54a73e65e779893a797fff31
boltor_prime_stock,2023-07-17T00:00:00.000+00:00,sell,194,7.0,15.0,8.0,10.0,11.0,,54a73e65e779893a797fff31
boltor_prime_stock,2023-07-20T00:00:00.000+00:00,buy,16,2.0,6.0,4.0,4.0,4.0,,54a73e65e779893a797fff31
boltor_prime_stock,2023-07-19T00:00:00.000+00:00,closed,6,8.0,9.0,1.0,8.0,8.5,,54a73e65e779893a797fff31
boltor_prime_stock,2023-07-19T00:00:00.000+00:00,buy,15,3.0,6.0,3.0,5.0,4.5,,54a73e65e779893a797fff31
boltor_prime_stock,2023-07-19T00:00:00.000+00:00,sell,170,5.0,15.0,10.0,10.0,10.0,,54a73e65e779893a797fff31
boltor_prime_stock,2023-07-20T00:00:00.000+00:00,closed,4,8.0,10.0,2.0,9.0,9.0,,54a73e65e779893a797fff31
boltor_prime_stock,2023-07-16T00:00:00.000+00:00,sell,192,7.0,15.0,8.0,10.0,11.0,,54a73e65e779893a797fff31
boltor_prime_stock,2023-07-16T00:00:00.000+00:00,buy,14,3.0,7.0,4.0,5.0,5.0,,54a73e65e779893a797fff31
boltor_prime_stock,2023-07-16T00:00:00.000+00:00,closed,8,8.0,10.0,2.0,9.5,9.0,,54a73e65e779893a797fff31
boltor_prime_stock,2023-07-18T00:00:00.000+00:00,closed,8,7.0,10.0,3.0,8.0,8.5,,54a73e65e779893a797fff31
boltor_prime_stock,2023-07-18T00:00:00.000+00:00,buy,7,3.0,6.0,3.0,5.0,4.5,,54a73e65e779893a797fff31
boltor_prime_stock,2023-07-18T00:00:00.000+00:00,sell,186,7.0,15.0,8.0,10.0,11.0,,54a73e65e779893a797fff31
boltor_prime_stock,2023-07-17T00:00:00.000+00:00,closed,7,8.0,9.0,1.0,8.0,8.5,,54a73e65e779893a797fff31
boltor_prime_stock,2023-07-17T00:00:00.000+00:00,buy,13,4.0,8.0,4.0,6.0,6.0,,54a73e65e779893a797fff31
boltor_prime_stock,2023-07-15T00:00:00.000+00:00,buy,8,3.0,6.0,3.0,5.0,4.5,,54a73e65e779893a797fff31
boltor_prime_stock,2023-07-20T00:00:00.000+00:00,sell,175,7.0,15.0,8.0,10.0,11.0,,54a73e65e779893a797fff31
boltor_prime_stock,2023-07-15T00:00:00.000+00:00,closed,5,8.0,10.0,2.0,9.0,9.0,,54a73e65e779893a797fff31
bonewidow_set,2023-07-16T00:00:00.000+00:00,sell,82,75.0,115.0,40.0,88.5,95.0,,5fde10c16db57b0185b3906e
bonewidow_set,2023-07-15T00:00:00.000+00:00,closed,4,80.0,90.0,10.0,88.5,85.0,,5fde10c16db57b0185b3906e
bonewidow_set,2023-07-15T00:00:00.000+00:00,buy,86,30.0,70.0,40.0,50.0,50.0,,5fde10c16db57b0185b3906e
bonewidow_set,2023-07-19T00:00:00.000+00:00,sell,76,75.0,115.0,40.0,90.0,95.0,,5fde10c16db57b0185b3906e
bonewidow_set,2023-07-18T00:00:00.000+00:00,sell,75,75.0,115.0,40.0,88.5,95.0,,5fde10c16db57b0185b3906e
bonewidow_set,2023-07-18T00:00:00.000+00:00,buy,88,30.0,70.0,40.0,50.0,50.0,,5fde10c16db57b0185b3906e
bonewidow_set,2023-07-18T00:00:00.000+00:00,closed,7,75.0,85.0,10.0,80.0,80.0,,5fde10c16db57b0185b3906e
bonewidow_set,2023-07-21T00:00:00.000+00:00,closed,4,70.0,79.0,9.0,73.5,74.5,,5fde10c16db57b0185b3906e
bonewidow_set,2023-07-21T00:00:00.000+00:00,buy,99,30.0,65.0,35.0,50.0,47.5,,5fde10c16db57b0185b3906e
bonewidow_set,2023-07-19T00:00:00.000+00:00,buy,88,30.0,70.0,40.0,50.0,50.0,,5fde10c16db57b0185b3906e
bonewidow_set,2023-07-19T00:00:00.000+00:00,closed,6,75.0,90.0,15.0,80.0,82.5,,5fde10c16db57b0185b3906e
bonewidow_set,2023-07-17T00:00:00.000+00:00,closed,2,79.0,88.0,9.0,83.5,83.5,,5fde10c16db57b0185b3906e
bonewidow_set,2023-07-16T00:00:00.000+00:00,buy,93,30.0,70.0,40.0,50.0,50.0,,5fde10c16db57b0185b3906e
bonewidow_set,2023-07-21T00:00:00.000+00:00,sell,64,75.0,115.0,40.0,90.0,95.0,,5fde10c16db57b0185b3906e
bonewidow_set,2023-07-16T00:00:00.000+00:00,closed,6,70.0,90.0,20.0,77.5,80.0,,5fde10c16db57b0185b3906e
bonewidow_set,2023-07-20T00:00:00.000+00:00,closed,3,80.0,90.0,10.0,80.0,85.0,,5fde10c16db57b0185b3906e
bonewidow_set,2023-07-20T00:00:00.000+00:00,buy,85,30.0,65.0,35.0,50.0,47.5,,5fde10c16db57b0185b3906e
bonewidow_set,2023-07-17T00:00:00.000+00:00,sell,87,70.0,115.0,45.0,89.0,92.5,,5fde10c16db57b0185b3906e
bonewidow_set,2023-07-20T00:00:00.000+00:00,sell,56,73.0,115.0,42.0,90.0,94.0,,5fde10c16db57b0185b3906e
bonewidow_set,2023-07-17T00:00:00.000+00:00,buy,81,30.0,70.0,40.0,54.0,50.0,,5fde10c16db57b0185b3906e
bonewidow_set,2023-07-15T00:00:00.000+00:00,sell,78,74.0,100.0,26.0,88.5,87.0,,5fde10c16db57b0185b3906e
braton_prime_blueprint,2023-07-15T00:00:00.000+00:00,buy,4381,1.0,1.0,0.0,1.0,1.0,,54a73e65e779893a797fff33
braton_prime_blueprint,2023-07-21T00:00:00.000+00:00,buy,4414,1.0,1.0,0.0,1.0,1.0,,54a73e65e779893a797fff33
braton_prime_blueprint,2023-07-21T00:00:00.000+00:00,closed,5,1.0,2.0,1.0,1.0,1.5,,54a73e65e779893a797fff33
braton_prime_blueprint,2023-07-15T00:00:00.000+00:00,sell,165,1.0,4.0,3.0,2.0,2.5,,54a73e65e779893a797fff33
braton_prime_blueprint,2023-07-18T00:00:00.000+00:00,closed,9,1.0,4.0,3.0,1.5,2.5,,54a73e65e779893a797fff33
braton_prime_blueprint,2023-07-18T00:00:00.000+00:00,buy,4198,1.0,2.0,1.0,1.0,1.5,,54a73e65e779893a797fff33
braton_prime_blueprint,2023-07-19T00:00:00.000+00:00,buy,3279,1.0,1.0,0.0,1.0,1.0,,54a73e65e779893a797fff33
braton_prime_blueprint,2023-07-15T00:00:00.000+00:00,closed,12,1.0,3.0,2.0,2.0,2.0,,54a73e65e779893a797fff33
braton_prime_blueprint,2023-07-19T00:00:00.000+00:00,sell,210,1.0,6.0,5.0,2.0,3.5,,54a73e65e779893a797fff33
braton_prime_blueprint,2023-07-18T00:00:00.000+00:00,sell,189,1.0,4.0,3.0,2.0,2.5,,54a73e65e779893a797fff33
braton_prime_blueprint,2023-07-21T00:00:00.000+00:00,sell,200,1.0,4.0,3.0,2.0,2.5,,54a73e65e779893a797fff33
braton_prime_blueprint,2023-07-20T00:00:00.000+00:00,buy,4393,1.0,1.0,0.0,1.0,1.0,,54a73e65e779893a797fff33
braton_prime_blueprint,2023-07-17T00:00:00.000+00:00,closed,18,1.0,2.0,1.0,2.0,1.5,,54a73e65e779893a797fff33
braton_prime_blueprint,2023-07-16T00:00:00.000+00:00,sell,154,1.0,4.0,3.0,2.0,2.5,,54a73e65e779893a797fff33
braton_prime_blueprint,2023-07-16T00:00:00.000+00:00,buy,4273,1.0,1.0,0.0,1.0,1.0,,54a73e65e779893a797fff33
braton_prime_blueprint,2023-07-16T00:00:00.000+00:00,closed,11,1.0,3.0,2.0,2.0,2.0,,54a73e65e779893a797fff33
braton_prime_blueprint,2023-07-19T00:00:00.000+00:00,closed,4,1.0,3.0,2.0,1.5,2.0,,54a73e65e779893a797fff33
braton_prime_blueprint,2023-07-20T00:00:00.000+00:00,closed,9,1.0,2.0,1.0,2.0,1.5,,54a73e65e779893a797fff33
braton_prime_blueprint,2023-07-17T00:00:00.000+00:00,sell,169,1.0,4.0,3.0,2.0,2.5,,54a73e65e779893a797fff33
braton_prime_blueprint,2023-07-17T00:00:00.000+00:00,buy,21234,1.0,2.0,1.0,1.0,1.5,,54a73e65e779893a797fff33
braton_prime_blueprint,2023-07-20T00:00:00.000+00:00,sell,188,1.0,4.0,3.0,2.0,2.5,,54a73e65e779893a797fff33
braton_prime_receiver,2023-07-19T00:00:00.000+00:00,buy,12168,1.0,3.0,2.0,2.0,2.0,,54a73e65e779893a797fff34
braton_prime_receiver,2023-07-19T00:00:00.000+00:00,sell,228,1.0,10.0,9.0,4.0,5.5,,54a73e65e779893a797fff34
braton_prime_receiver,2023-07-15T00:00:00.000+00:00,sell,253,1.0,10.0,9.0,4.0,5.5,,54a73e65e779893a797fff34
braton_prime_receiver,2023-07-15T00:00:00.000+00:00,closed,21,1.0,5.0,4.0,2.0,3.0,,54a73e65e779893a797fff34
braton_prime_receiver,2023-07-21T00:00:00.000+00:00,closed,15,2.0,4.0,2.0,3.0,3.0,,54a73e65e779893a797fff34
braton_prime_receiver,2023-07-21T00:00:00.000+00:00,buy,27928,1.0,3.0,2.0,2.0,2.0,,54a73e65e779893a797fff34
braton_prime_receiver,2023-07-21T00:00:00.000+00:00,sell,255,1.0,10.0,9.0,4.0,5.5,,54a73e65e779893a797fff34
braton_prime_receiver,2023-07-15T00:00:00.000+00:00,buy,14932,1.0,3.0,2.0,2.0,2.0,,54a73e65e779893a797fff34
braton_prime_receiver,2023-07-18T00:00:00.000+00:00,closed,16,1.0,4.0,3.0,3.0,2.5,,54a73e65e779893a797fff34
braton_prime_receiver,2023-07-16T00:00:00.000+00:00,buy,10868,1.0,4.0,3.0,2.0,2.5,,54a73e65e779893a797fff34
braton_prime_receiver,2023-07-19T00:00:00.000+00:00,closed,7,1.0,4.0,3.0,2.5,2.5,,54a73e65e779893a797fff34
braton_prime_receiver,2023-07-18T00:00:00.000+00:00,sell,255,1.0,10.0,9.0,4.0,5.5,,54a73e65e779893a797fff34
braton_prime_receiver,2023-07-18T00:00:00.000+00:00,buy,12090,1.0,4.0,3.0,2.0,2.5,,54a73e65e779893a797fff34
braton_prime_receiver,2023-07-16T00:00:00.000+00:00,sell,236,1.0,10.0,9.0,4.0,5.5,,54a73e65e779893a797fff34
braton_prime_receiver,2023-07-20T00:00:00.000+00:00,closed,13,2.0,4.0,2.0,3.0,3.0,,54a73e65e779893a797fff34
braton_prime_receiver,2023-07-20T00:00:00.000+00:00,buy,20845,1.0,3.0,2.0,2.0,2.0,,54a73e65e779893a797fff34
braton_prime_receiver,2023-07-20T00:00:00.000+00:00,sell,187,2.0,6.0,4.0,4.0,4.0,,54a73e65e779893a797fff34
braton_prime_receiver,2023-07-17T00:00:00.000+00:00,buy,28168,1.0,4.0,3.0,2.0,2.5,,54a73e65e779893a797fff34
braton_prime_receiver,2023-07-16T00:00:00.000+00:00,closed,18,2.0,4.0,2.0,3.0,3.0,,54a73e65e779893a797fff34
braton_prime_receiver,2023-07-17T00:00:00.000+00:00,sell,239,1.0,10.0,9.0,4.0,5.5,,54a73e65e779893a797fff34
braton_prime_receiver,2023-07-17T00:00:00.000+00:00,closed,7,2.0,4.0,2.0,3.0,3.0,,54a73e65e779893a797fff34
braton_prime_set,2023-07-16T00:00:00.000+00:00,closed,32,7.0,10.0,3.0,9.0,8.5,,56783f24cbfa8f0432dd8993
braton_prime_set,2023-07-20T00:00:00.000+00:00,closed,24,7.0,10.0,3.0,8.0,8.5,,56783f24cbfa8f0432dd8993
braton_prime_set,2023-07-20T00:00:00.000+00:00,buy,8886,3.0,7.0,4.0,5.0,5.0,,56783f24cbfa8f0432dd8993
braton_prime_set,2023-07-16T00:00:00.000+00:00,buy,7182,4.0,8.0,4.0,6.0,6.0,,56783f24cbfa8f0432dd8993
braton_prime_set,2023-07-16T00:00:00.000+00:00,sell,327,6.0,15.0,9.0,10.0,10.5,,56783f24cbfa8f0432dd8993
braton_prime_set,2023-07-20T00:00:00.000+00:00,sell,344,7.0,15.0,8.0,10.0,11.0,,56783f24cbfa8f0432dd8993
braton_prime_set,2023-07-19T00:00:00.000+00:00,sell,313,5.0,19.0,14.0,10.0,12.0,,56783f24cbfa8f0432dd8993
braton_prime_set,2023-07-17T00:00:00.000+00:00,buy,8954,5.0,8.0,3.0,6.0,6.5,,56783f24cbfa8f0432dd8993
braton_prime_set,2023-07-15T00:00:00.000+00:00,buy,5844,5.0,8.0,3.0,6.0,6.5,,56783f24cbfa8f0432dd8993
braton_prime_set,2023-07-15T00:00:00.000+00:00,sell,380,7.0,20.0,13.0,10.0,13.5,,56783f24cbfa8f0432dd8993
braton_prime_set,2023-07-17T00:00:00.000+00:00,sell,327,6.0,15.0,9.0,10.0,10.5,,56783f24cbfa8f0432dd8993
braton_prime_set,2023-07-18T00:00:00.000+00:00,closed,24,6.0,10.0,4.0,8.0,8.0,,56783f24cbfa8f0432dd8993
braton_prime_set,2023-07-18T00:00:00.000+00:00,buy,7706,5.0,6.0,1.0,5.0,5.5,,56783f24cbfa8f0432dd8993
braton_prime_set,2023-07-18T00:00:00.000+00:00,sell,325,7.0,15.0,8.0,10.0,11.0,,56783f24cbfa8f0432dd8993
braton_prime_set,2023-07-15T00:00:00.000+00:00,closed,50,5.0,30.0,25.0,10.0,17.5,,56783f24cbfa8f0432dd8993
braton_prime_set,2023-07-17T00:00:00.000+00:00,closed,20,7.0,10.0,3.0,9.0,8.5,,56783f24cbfa8f0432dd8993
braton_prime_set,2023-07-19T00:00:00.000+00:00,closed,41,7.0,10.0,3.0,9.0,8.5,,56783f24cbfa8f0432dd8993
braton_prime_set,2023-07-21T00:00:00.000+00:00,sell,344,5.0,15.0,10.0,10.0,10.0,,56783f24cbfa8f0432dd8993
braton_prime_set,2023-07-21T00:00:00.000+00:00,buy,7981,4.0,8.0,4.0,6.0,6.0,,56783f24cbfa8f0432dd8993
braton_prime_set,2023-07-21T00:00:00.000+00:00,closed,30,7.0,10.0,3.0,8.0,8.5,,56783f24cbfa8f0432dd8993
braton_prime_set,2023-07-19T00:00:00.000+00:00,buy,8873,4.0,8.0,4.0,6.0,6.0,,56783f24cbfa8f0432dd8993
braton_prime_stock,2023-07-15T00:00:00.000+00:00,sell,156,1.0,5.0,4.0,3.0,3.0,,54a73e65e779893a797fff35
braton_prime_stock,2023-07-15T00:00:00.000+00:00,closed,12,1.0,5.0,4.0,2.0,3.0,,54a73e65e779893a797fff35
braton_prime_stock,2023-07-18T00:00:00.000+00:00,sell,179,1.0,5.0,4.0,3.0,3.0,,54a73e65e779893a797fff35
braton_prime_stock,2023-07-18T00:00:00.000+00:00,buy,1346,1.0,2.0,1.0,1.0,1.5,,54a73e65e779893a797fff35
braton_prime_stock,2023-07-17T00:00:00.000+00:00,closed,9,2.0,3.0,1.0,2.5,2.5,,54a73e65e779893a797fff35
braton_prime_stock,2023-07-18T00:00:00.000+00:00,closed,10,1.0,3.0,2.0,2.0,2.0,,54a73e65e779893a797fff35
braton_prime_stock,2023-07-15T00:00:00.000+00:00,buy,2344,1.0,2.0,1.0,1.0,1.5,,54a73e65e779893a797fff35
braton_prime_stock,2023-07-20T00:00:00.000+00:00,sell,188,1.0,5.0,4.0,3.0,3.0,,54a73e65e779893a797fff35
braton_prime_stock,2023-07-19T00:00:00.000+00:00,sell,166,1.0,5.0,4.0,3.0,3.0,,54a73e65e779893a797fff35
braton_prime_stock,2023-07-21T00:00:00.000+00:00,closed,12,2.0,3.0,1.0,2.0,2.5,,54a73e65e779893a797fff35
braton_prime_stock,2023-07-21T00:00:00.000+00:00,buy,1229,1.0,2.0,1.0,1.0,1.5,,54a73e65e779893a797fff35
braton_prime_stock,2023-07-21T00:00:00.000+00:00,sell,194,1.0,5.0,4.0,3.0,3.0,,54a73e65e779893a797fff35
braton_prime_stock,2023-07-17T00:00:00.000+00:00,sell,149,1.0,5.0,4.0,3.0,3.0,,54a73e65e779893a797fff35
braton_prime_stock,2023-07-16T00:00:00.000+00:00,closed,10,1.0,4.0,3.0,2.0,2.5,,54a73e65e779893a797fff35
braton_prime_stock,2023-07-19T00:00:00.000+00:00,buy,1319,1.0,2.0,1.0,1.0,1.5,,54a73e65e779893a797fff35
braton_prime_stock,2023-07-19T00:00:00.000+00:00,closed,8,2.0,4.0,2.0,2.5,3.0,,54a73e65e779893a797fff35
braton_prime_stock,2023-07-16T00:00:00.000+00:00,sell,169,2.0,6.0,4.0,3.0,4.0,,54a73e65e779893a797fff35
braton_prime_stock,2023-07-20T00:00:00.000+00:00,closed,8,1.0,4.0,3.0,2.0,2.5,,54a73e65e779893a797fff35
braton_prime_stock,2023-07-20T00:00:00.000+00:00,buy,1240,1.0,2.0,1.0,1.0,1.5,,54a73e65e779893a797fff35
braton_prime_stock,2023-07-17T00:00:00.000+00:00,buy,11343,1.0,2.0,1.0,1.0,1.5,,54a73e65e779893a797fff35
braton_prime_stock,2023-07-16T00:00:00.000+00:00,buy,2351,1.0,2.0,1.0,1.0,1.5,,54a73e65e779893a797fff35
braton_vandal_barrel,2023-07-20T00:00:00.000+00:00,buy,14,3.0,7.0,4.0,5.5,5.0,,5adf8729931bcf00574adc0e
braton_vandal_barrel,2023-07-16T00:00:00.000+00:00,sell,170,8.0,11.0,3.0,10.0,9.5,,5adf8729931bcf00574adc0e
braton_vandal_barrel,2023-07-21T00:00:00.000+00:00,closed,4,5.0,7.0,2.0,5.0,6.0,,5adf8729931bcf00574adc0e
braton_vandal_barrel,2023-07-21T00:00:00.000+00:00,buy,16,3.0,7.0,4.0,5.0,5.0,,5adf8729931bcf00574adc0e
braton_vandal_barrel,2023-07-21T00:00:00.000+00:00,sell,215,5.0,15.0,10.0,10.0,10.0,,5adf8729931bcf00574adc0e
braton_vandal_barrel,2023-07-16T00:00:00.000+00:00,closed,9,6.0,10.0,4.0,8.5,8.0,,5adf8729931bcf00574adc0e
braton_vandal_barrel,2023-07-17T00:00:00.000+00:00,sell,180,8.0,11.0,3.0,10.0,9.5,,5adf8729931bcf00574adc0e
braton_vandal_barrel,2023-07-20T00:00:00.000+00:00,closed,6,5.0,10.0,5.0,5.0,7.5,,5adf8729931bcf00574adc0e
braton_vandal_barrel,2023-07-15T00:00:00.000+00:00,sell,161,8.0,11.0,3.0,10.0,9.5,,5adf8729931bcf00574adc0e
braton_vandal_barrel,2023-07-15T00:00:00.000+00:00,closed,9,5.0,10.0,5.0,7.0,7.5,,5adf8729931bcf00574adc0e
braton_vandal_barrel,2023-07-16T00:00:00.000+00:00,buy,35,3.0,7.0,4.0,5.0,5.0,,5adf8729931bcf00574adc0e
braton_vandal_barrel,2023-07-19T00:00:00.000+00:00,sell,217,5.0,15.0,10.0,10.0,10.0,,5adf8729931bcf00574adc0e
braton_vandal_barrel,2023-07-19T00:00:00.000+00:00,buy,15,5.0,7.0,2.0,5.0,6.0,,5adf8729931bcf00574adc0e
braton_vandal_barrel,2023-07-15T00:00:00.000+00:00,buy,36,3.0,7.0,4.0,5.0,5.0,,5adf8729931bcf00574adc0e
braton_vandal_barrel,2023-07-18T00:00:00.000+00:00,buy,20,3.0,7.0,4.0,5.0,5.0,,5adf8729931bcf00574adc0e
braton_vandal_barrel,2023-07-19T00:00:00.000+00:00,closed,4,5.0,9.0,4.0,5.0,7.0,,5adf8729931bcf00574adc0e
braton_vandal_barrel,2023-07-17T00:00:00.000+00:00,closed,5,6.0,10.0,4.0,10.0,8.0,,5adf8729931bcf00574adc0e
braton_vandal_barrel,2023-07-20T00:00:00.000+00:00,sell,220,5.0,15.0,10.0,10.0,10.0,,5adf8729931bcf00574adc0e
braton_vandal_barrel,2023-07-18T00:00:00.000+00:00,closed,1,9.0,9.0,0.0,9.0,9.0,,5adf8729931bcf00574adc0e
braton_vandal_barrel,2023-07-17T00:00:00.000+00:00,buy,17,5.0,7.0,2.0,6.0,6.0,,5adf8729931bcf00574adc0e
braton_vandal_barrel,2023-07-18T00:00:00.000+00:00,sell,242,5.0,15.0,10.0,10.0,10.0,,5adf8729931bcf00574adc0e
braton_vandal_blueprint,2023-07-21T00:00:00.000+00:00,sell,61,115.0,160.0,45.0,139.0,137.5,,5adf872b931bcf00574adc17
braton_vandal_blueprint,2023-07-17T00:00:00.000+00:00,closed,3,120.0,137.0,17.0,128.0,128.5,,5adf872b931bcf00574adc17
braton_vandal_blueprint,2023-07-15T00:00:00.000+00:00,sell,62,115.0,160.0,45.0,138.0,137.5,,5adf872b931bcf00574adc17
braton_vandal_blueprint,2023-07-20T00:00:00.000+00:00,sell,70,119.0,165.0,46.0,139.0,142.0,,5adf872b931bcf00574adc17
braton_vandal_blueprint,2023-07-15T00:00:00.000+00:00,buy,10249,50.0,116.0,66.0,80.0,83.0,,5adf872b931bcf00574adc17
braton_vandal_blueprint,2023-07-21T00:00:00.000+00:00,buy,212,50.0,116.0,66.0,80.0,83.0,,5adf872b931bcf00574adc17
braton_vandal_blueprint,2023-07-20T00:00:00.000+00:00,buy,236,50.0,116.0,66.0,80.0,83.0,,5adf872b931bcf00574adc17
braton_vandal_blueprint,2023-07-20T00:00:00.000+00:00,closed,2,130.0,130.0,0.0,130.0,130.0,,5adf872b931bcf00574adc17
braton_vandal_blueprint,2023-07-17T00:00:00.000+00:00,buy,245,50.0,116.0,66.0,80.0,83.0,,5adf872b931bcf00574adc17
braton_vandal_blueprint,2023-07-19T00:00:00.000+00:00,buy,242,40.0,116.0,76.0,80.0,78.0,,5adf872b931bcf00574adc17
braton_vandal_blueprint,2023-07-18T00:00:00.000+00:00,closed,2,110.0,129.0,19.0,119.5,119.5,,5adf872b931bcf00574adc17
braton_vandal_blueprint,2023-07-18T00:00:00.000+00:00,buy,249,50.0,116.0,66.0,81.0,83.0,,5adf872b931bcf00574adc17
braton_vandal_blueprint,2023-07-15T00:00:00.000+00:00,closed,2,120.0,129.0,9.0,124.5,124.5,,5adf872b931bcf00574adc17
braton_vandal_blueprint,2023-07-19T00:00:00.000+00:00,closed,2,115.0,130.0,15.0,122.5,122.5,,5adf872b931bcf00574adc17
braton_vandal_blueprint,2023-07-16T00:00:00.000+00:00,sell,60,115.0,165.0,50.0,140.0,140.0,,5adf872b931bcf00574adc17
braton_vandal_blueprint,2023-07-16T00:00:00.000+00:00,buy,10253,50.0,116.0,66.0,85.0,83.0,,5adf872b931bcf00574adc17
braton_vandal_blueprint,2023-07-16T00:00:00.000+00:00,closed,7,120.0,149.0,29.0,125.0,134.5,,5adf872b931bcf00574adc17
braton_vandal_blueprint,2023-07-18T00:00:00.000+00:00,sell,63,110.0,180.0,70.0,140.0,145.0,,5adf872b931bcf00574adc17
braton_vandal_blueprint,2023-07-19T00:00:00.000+00:00,sell,61,115.0,165.0,50.0,140.0,140.0,,5adf872b931bcf00574adc17
braton_vandal_blueprint,2023-07-21T00:00:00.000+00:00,closed,7,109.0,140.0,31.0,120.0,124.5,,5adf872b931bcf00574adc17
braton_vandal_blueprint,2023-07-17T00:00:00.000+00:00,sell,65,115.0,165.0,50.0,138.5,140.0,,5adf872b931bcf00574adc17
braton_vandal_receiver,2023-07-17T00:00:00.000+00:00,closed,4,7.0,10.0,3.0,8.0,8.5,,5adf8729931bcf00574adc10
braton_vandal_receiver,2023-07-17T00:00:00.000+00:00,buy,14,4.0,6.0,2.0,5.5,5.0,,5adf8729931bcf00574adc10
braton_vandal_receiver,2023-07-15T00:00:00.000+00:00,closed,8,5.0,10.0,5.0,7.0,7.5,,5adf8729931bcf00574adc10
braton_vandal_receiver,2023-07-15T00:00:00.000+00:00,buy,17,3.0,6.0,3.0,5.0,4.5,,5adf8729931bcf00574adc10
braton_vandal_receiver,2023-07-16T00:00:00.000+00:00,sell,222,6.0,14.0,8.0,10.0,10.0,,5adf8729931bcf00574adc10
